Id,Score
5,5
11,5
17,5
46,5
47,5
48,5
55,5
59,5
78,5
79,5
80,5
91,5
95,5
97,5
104,5
107,5
109,5
111,5
134,5
145,5
147,5
151,5
155,5
161,5
168,5
186,5
188,5
197,5
200,5
201,5
210,5
211,5
212,5
220,5
224,5
226,5
232,5
235,5
236,5
241,5
243,5
277,5
291,5
293,5
303,5
337,5
338,5
342,5
344,5
355,5
365,5
366,5
368,5
377,5
387,5
391,5
394,5
402,5
403,5
412,5
413,5
421,5
422,5
432,5
441,5
444,5
460,5
470,5
476,5
480,5
485,5
492,5
494,5
502,5
505,5
519,5
521,5
525,5
526,5
532,5
534,5
539,5
542,5
555,5
558,5
560,5
565,5
573,5
589,5
594,5
598,5
602,5
611,5
615,5
622,5
624,5
638,5
641,5
642,5
643,5
644,5
648,5
657,5
661,5
662,5
666,5
674,5
678,5
681,5
683,5
686,5
688,5
689,5
690,5
695,5
699,5
711,5
715,5
716,5
722,5
725,5
727,5
734,5
740,5
750,5
754,5
757,5
762,5
763,5
767,5
769,5
772,5
777,5
780,5
787,5
795,5
808,5
816,5
818,5
820,5
824,5
825,5
836,5
839,5
840,5
842,5
846,5
848,5
853,5
866,5
871,5
874,5
878,5
884,5
893,5
895,5
903,5
904,5
905,5
906,5
908,5
910,5
922,5
924,5
926,5
931,5
934,5
936,5
945,5
950,5
966,5
969,5
973,5
976,5
979,5
984,5
985,5
987,5
990,5
991,5
993,5
998,5
1006,5
1008,5
1033,5
1034,5
1043,5
1047,5
1053,5
1057,5
1062,5
1063,5
1068,5
1077,5
1089,5
1096,5
1099,5
1107,5
1108,5
1112,5
1120,5
1126,5
1127,5
1130,5
1146,5
1156,5
1161,5
1175,5
1180,5
1185,5
1192,5
1193,5
1194,5
1195,5
1212,5
1214,5
1229,5
1230,5
1232,5
1236,5
1240,5
1242,5
1249,5
1252,5
1262,5
1267,5
1275,5
1280,5
1284,5
1285,5
1296,5
1307,5
1317,5
1320,5
1321,5
1323,5
1328,5
1332,5
1340,5
1343,5
1344,5
1346,5
1348,5
1356,5
1361,5
1362,5
1369,5
1373,5
1379,5
1381,5
1383,5
1404,5
1408,5
1419,5
1424,5
1426,5
1427,5
1428,5
1442,5
1443,5
1448,5
1450,5
1453,5
1464,5
1471,5
1479,5
1484,5
1488,5
1489,5
1496,5
1502,5
1504,5
1506,5
1507,5
1513,5
1527,5
1537,5
1539,5
1540,5
1560,5
1568,5
1579,5
1580,5
1581,5
1588,5
1596,5
1601,5
1611,5
1619,5
1621,5
1625,5
1636,5
1640,5
1645,5
1646,5
1647,5
1648,5
1649,5
1653,5
1654,5
1659,5
1662,5
1663,5
1670,5
1677,5
1679,5
1685,5
1695,5
1707,5
1714,5
1744,5
1746,5
1748,5
1769,5
1774,5
1814,5
1826,5
1833,5
1834,5
1836,5
1843,5
1848,5
1849,5
1852,5
1853,5
1865,5
1870,5
1871,5
1873,5
1880,5
1884,5
1888,5
1890,5
1896,5
1904,5
1910,5
1913,5
1924,5
1951,5
1952,5
1964,5
1972,5
1974,5
1977,5
1978,5
2001,5
2005,5
2009,5
2012,5
2018,5
2020,5
2024,5
2031,5
2033,5
2037,5
2047,5
2059,5
2061,5
2062,5
2063,5
2064,5
2066,5
2067,5
2070,5
2074,5
2080,5
2084,5
2087,5
2089,5
2090,5
2091,5
2092,5
2095,5
2099,5
2103,5
2110,5
2112,5
2121,5
2132,5
2154,5
2161,5
2167,5
2174,5
2178,5
2181,5
2205,5
2212,5
2213,5
2225,5
2232,5
2259,5
2264,5
2265,5
2274,5
2304,5
2322,5
2324,5
2328,5
2331,5
2332,5
2335,5
2340,5
2343,5
2347,5
2350,5
2355,5
2357,5
2358,5
2367,5
2372,5
2378,5
2382,5
2384,5
2388,5
2391,5
2392,5
2395,5
2414,5
2418,5
2437,5
2441,5
2442,5
2448,5
2450,5
2456,5
2457,5
2464,5
2467,5
2469,5
2470,5
2475,5
2497,5
2503,5
2510,5
2515,5
2526,5
2536,5
2537,5
2538,5
2545,5
2548,5
2558,5
2567,5
2569,5
2583,5
2584,5
2596,5
2599,5
2606,5
2608,5
2609,5
2611,5
2612,5
2613,5
2619,5
2623,5
2632,5
2649,5
2662,5
2667,5
2676,5
2688,5
2690,5
2692,5
2698,5
2701,5
2702,5
2711,5
2718,5
2730,5
2739,5
2742,5
2743,5
2746,5
2749,5
2763,5
2772,5
2773,5
2774,5
2776,5
2780,5
2785,5
2787,5
2796,5
2803,5
2805,5
2808,5
2809,5
2820,5
2822,5
2823,5
2824,5
2833,5
2836,5
2841,5
2842,5
2851,5
2858,5
2860,5
2861,5
2865,5
2868,5
2875,5
2876,5
2882,5
2892,5
2899,5
2904,5
2911,5
2930,5
2937,5
2940,5
2958,5
2960,5
2968,5
2975,5
2984,5
2985,5
2987,5
2991,5
2993,5
2994,5
2995,5
2996,5
3000,5
3001,5
3003,5
3008,5
3029,5
3035,5
3040,5
3041,5
3042,5
3061,5
3062,5
3063,5
3068,5
3069,5
3086,5
3088,5
3090,5
3092,5
3102,5
3103,5
3105,5
3114,5
3115,5
3116,5
3120,5
3121,5
3140,5
3143,5
3146,5
3147,5
3150,5
3153,5
3160,5
3179,5
3182,5
3193,5
3196,5
3201,5
3203,5
3204,5
3232,5
3240,5
3242,5
3243,5
3249,5
3261,5
3265,5
3277,5
3281,5
3302,5
3318,5
3320,5
3327,5
3328,5
3340,5
3342,5
3348,5
3353,5
3358,5
3360,5
3364,5
3369,5
3372,5
3384,5
3385,5
3387,5
3399,5
3400,5
3406,5
3408,5
3410,5
3412,5
3422,5
3427,5
3429,5
3432,5
3439,5
3455,5
3465,5
3474,5
3477,5
3481,5
3487,5
3489,5
3494,5
3500,5
3501,5
3514,5
3515,5
3516,5
3526,5
3528,5
3529,5
3537,5
3540,5
3545,5
3556,5
3557,5
3559,5
3564,5
3573,5
3576,5
3578,5
3591,5
3596,5
3598,5
3599,5
3609,5
3613,5
3641,5
3644,5
3659,5
3660,5
3666,5
3667,5
3671,5
3672,5
3673,5
3675,5
3699,5
3700,5
3703,5
3711,5
3722,5
3726,5
3728,5
3746,5
3748,5
3759,5
3773,5
3780,5
3794,5
3799,5
3828,5
3834,5
3836,5
3846,5
3853,5
3854,5
3869,5
3874,5
3885,5
3900,5
3902,5
3903,5
3908,5
3909,5
3913,5
3939,5
3940,5
3945,5
3950,5
3968,5
3981,5
3982,5
3992,5
3999,5
4008,5
4011,5
4039,5
4053,5
4055,5
4072,5
4074,5
4080,5
4081,5
4082,5
4083,5
4087,5
4091,5
4094,5
4099,5
4112,5
4116,5
4126,5
4127,5
4134,5
4137,5
4138,5
4147,5
4150,5
4158,5
4161,5
4162,5
4163,5
4174,5
4192,5
4195,5
4198,5
4204,5
4205,5
4208,5
4215,5
4216,5
4217,5
4218,5
4223,5
4224,5
4240,5
4248,5
4252,5
4255,5
4257,5
4285,5
4288,5
4293,5
4308,5
4309,5
4311,5
4313,5
4319,5
4335,5
4349,5
4354,5
4356,5
4357,5
4361,5
4367,5
4368,5
4376,5
4377,5
4385,5
4387,5
4388,5
4391,5
4394,5
4395,5
4418,5
4423,5
4428,5
4434,5
4435,5
4439,5
4449,5
4450,5
4456,5
4457,5
4460,5
4473,5
4479,5
4485,5
4486,5
4493,5
